Date,Content,label
2020-06-08,"카드혜택도 언택트 시대…온라인쇼핑 넷플릭스 할인 필수 ‘라임 사태’ 금감원 분쟁조정委  이르면 이달말 개최 코로나19에 바이오·비대면 증시 비중 '약진' 0 외국계 순매도 금액 상위 20선 - 코스피 0 외국계 순매도 수량 상위 20선 - 코스피 0 신한금투 ""투자자 보호 강화 위해 상품 선정·판매·사후관리 체계 전면 개편"" 0 신한은행  AI 챗봇+RPA로 재무제표 입력 번거로움 덜었다 버핏 반대로 투자한 개미들  '항공·은행株' 계속 뜰까 신한금투  금융상품 내부통제 강화… 임원 평가지표에 소비자보호 항목 신설 케이뱅크  올 3월 BIS자본비율 11.14% '최하위' 신한금융투자  금융상품 관련 소비자보호 대폭 강화 '언택트 환전·판매'… 은행권 비대면 채널 '대세'로 급부상 0 신한은행  기업 재무제표 입력 '자동화' 도입 ★★[6월 증시 대응 방법] 확실히 수익 내는 오르는 주식의 선정 비법 0 신한금융 '한국판 뉴딜' 지원… 혁신성장에 5년간 85조 투입 0 조용병 또 한 발 빨랐다  신한금융 '한국판 뉴딜'에 85조 투입",2
2020-06-09,버핏이 '버린 패'로 돈 번 개미들 0 은행권  라임펀드 선지급금 '충당금·현금 활용'신한·우리銀 신한금융  5년간 혁신성장에 85조원 투입·6700명 신규채용… '한국판 뉴딜' 지원 외국계 순매도 금액 상위 20선 - 코스피 0 외국계 순매도 수량 상위 20선 - 코스피 0 신한금투  베트남 젤렉스그룹 361억원 리파이낸싱 성공 신한금융투자  베트남 전력장비그룹 회사채 리파이낸싱 성공 새희망홀씨 공급실적 '작년 3.8조원'…목표 113.8% 달성 0 새희망홀씨 지난해 23만명이 3조7천억원 받았다…평균 금리 7% 0 신한은행  군인공제회 자금관리 주거래은행 협약 신한금투  360억 규모 베트남 전력회사 젤렉스 회사채 차환 신한은행  군인공제회 주거래은행 선정… 1기·2기 이어 3기 재협약 군인공제회  신한은행과 자금관리업무 주거래은행 협약 체결 신한은행  ‘11조원 규모’ 군인공제회 주거래은행 협약 체결 '라임 배드뱅크' 설립 절차 시작… 분쟁조정도 탄력 0 키코 공대위 “검찰  키코 수사자료 경찰에 즉각 넘겨야” (주)신한금융지주회사 변경상장(주식소각) 0 [포토] 신한은행·군인공제회 협약 0,2
2020-06-10,"“코로나19 여파”...4대 시중은행 5월 연체율 일제히 상승 0 신한퓨처스랩 모집 시작  ""새 멤버십으로 지원 강화"" ‘라임 배드뱅크' 오늘부터 설립 절차 시작… 제재·분쟁조정 탄력 0 신한페이판에서 종합병원 진료 예약할 수 있다…병원비 결제도 가능 0 외국계 순매도 금액 상위 20선 - 코스피 0 외국계 순매도 수량 상위 20선 - 코스피 0 신한금융  '투자·성장·대기업 협력'..맞춤형 스타트업 육성 주식투자의 새로운 패러다임 0 1조6000억 관리할 라임배드뱅크 8월 출범…신한금융 24% 출자 0 신한금융  ‘신한퓨처스랩’ 지원 스타트업 모집 신한지주-KB금융 '맞수들의 각축전'  대장주 또 바뀔까 금감원 “신한·하나은행 등 키코 조정안 불수락 유감” 0 신한카드  언택트로 병원 예약·결제 '마이헬스케어' 출시 은행 수익성 역대 최저...포스트 코로나 대비 '개방형 혁신'해야 0 금감원  키코 판매은행과 자율배상 '협의체' 논의 '라임펀드' 관리 새 운용사 윤곽…""책임회피 아니다"" 0 외국계 순매도 금액 상위 20선 - 코스피 0 외국계 순매도 수량 상위 20선 - 코스피 0 금융당국 “라임운용  ‘인가 취소’ 중징계 불가피” 병원 예약부터 결제까지…신한카드  신한페이판 '마이헬스케어' 출시 신한금융  6월22일까지 신한퓨처스랩 6-2기 모집 외국인 순매도 금액 상위 20선 - 코스피 0 라임사태 수습 전담 신설운용사 출범…""중징계·분쟁조정 본격화"" 0 '라임사태 해법' 가교운용사  8월 중 설립20개 판매사 출자 및 운영 참여 라임펀드 해결 총대 멘 판매사...가교 운용사 7월말 설립 0 병원예약부터 결제까지 언택트로...신한카드 '마이헬스케어' 서비스 0 ‘만스닥’ VS ‘이천피’...3년간 나스닥 60%↑ 코스피 10%↓ 0 코로나19 장기화…'기업 구조조정 본격화해야 0 10일  거래소 외국인 순매도상위에 금융업 업종 5종목",3
2020-06-11,"신한지주-KB금융 '맞수들의 각축전'  대장주 또 바뀔까 놓치면 후회할 타이밍! 코스피 연일 고공행진에 앞으로 급등세를 보일 잠재 테마! 0 신한은행  '집관'하는 야구팬 위해 맥북에어·아이패드 쏜다 KBO  신한은행과 쏠야구 디지털 응원 이벤트 진행 신한카드  홈플러스 혜택 강화한 카드 출시…포인트 7% 적립 신한지주  주가 3만 2250원.. 전일대비 -2.86% 신한은행  자금세탁방지협회 기업 서비스 도입 자동차부품 기업 전용 4200억 규모 상생 프로그램 가동 0 신한카드  '홈플러스 Special 신한카드' 출시 오늘의 증시 메모[6월 12일] 0 사라지는 은행ATM…""돈 뽑으러 편의점 가죠"" 0",2
2020-06-12,"[유가증권 메모] (12일) 변경상장=메리츠금융지주 신한지주(이상 주식소각) 등 0 신한은행  20대 전용 브랜드 'Hey Young' 론칭 신한은행  20대 전용 금융브랜드 ‘Hey Young’ 런칭 신한카드  20대 위한 `Hey Young` 체크카드 선보여 서스틴베스트 ""KT·신한지주 ESG 최고 등급"" 0 신한카드  `세계 헌혈자의 날` 맞아 임직원 헌혈증 기증 신한은행  ‘헤이~Hey’ ‘영~Young’..20대 전용 브랜드 출시 신한카드  실속디자인 챙긴 '헤이영 체크카드' 출시 신한銀 `헤이 영` 브랜드 론칭…20대 취향저격 혜택과 상품 0 신한은행  20대 정조준..'헤이영'브랜드 출시 신한카드 임직원  한국사회복지협의회에 헌혈증 2천500장 기증 키코 자율배상 '은행 협의체' 이르면 다음주 출범 0 12일  거래소 외국인 순매도상위에 금융업 업종 5종목 주식대차거래 잔고증가 상위종목(코스피) 0",3
2020-06-15,"신한은행  최근 2년간 충당금 적립률 하락세...위기대응력 도마 위 신한플러스 멤버십 적금 최대 연 8.3% 금리 효과…50만좌 특판 0 은행주 하락 출발  신한지주 -2.41% 연3% 네이버 가소롭다 신한금융 연8.3% 금리효과 적금 0 신한금융  신한플러스 멤버십 적금 출시…최대 연 8.3% 신한은행  업무 절차·시간 줄이는 '프로세스 마이닝' 솔루션 도입 신한은행  업무 효율성 높이는 '프로세스 마이닝' 도입 증시 단기 과열에 따른 부담감…대비는 1년 고정 연 3.5% 금리로 0 신한금융  연 8.3% 금리 효과 '신한플러스 적금' 출시 신한카드  루키 프로젝트 론칭 신한금융  ‘연 8.3% 효과’ 신한플러스 멤버십 적금 출시 라임펀드 투자자 추가 고소 나서…신한은행·신한금투 대상 0 외국계 순매도 금액 상위 20선 - 코스피 0 외국계 순매도 수량 상위 20선 - 코스피 0 인디뮤지션 모여라…신한카드  '루키 프로젝트' 론칭 신한 라임CI펀드 가입자  2차 검찰 고소···""펀드 쪼개기 등 불법행위"" 15일  외국인 거래소에서 삼성전자(-4.59%)",3
2020-06-16,은행株 1.5조원 팔아치운 外人… 자사주 산 회장님도 손실 눈덩이 0 신한카드  하반기 'AI 콜센터' 오픈…디지털 소통 확대 신한금투  'IRP·장기고객' 수수료 할인 나선다 [장중수급포착] 신한지주  외국인/기관 동시 순매수… 주가 +4.75% <유>신한지주  전일 대비 7.12% 상승.. 일일회전율은 0.39% 기록 금융당국  대출규제 확대 검토…'LTV·DSR' 강화 전망 신한은행  서울시 외국인 투자 유치 활성화 나선다 신한은행  서울시 외국인 투자 유치 활성화 앞장,0
2020-06-17,은행주 하락 출발  신한지주 -3.59% 외국계 순매도 금액 상위 20선 - 코스피 0 외국계 순매도 수량 상위 20선 - 코스피 0 신한은행  찾아가는 '금융체험교실' 실시 ESG 투자 늘리는 은행권 속내는· 0 외국계 순매도 금액 상위 20선 - 코스피 0 외국계 순매도 수량 상위 20선 - 코스피 0 신한금융  `2020 Global One Shinhan 자원봉사대축제` 실시 신한금융  ‘글로벌 원 신한 자원봉사대축제’ 진행 신한BNP  생애주기형 펀드 출시...'은퇴 이후도 관리' 외국인 순매도 금액 상위 20선 - 코스피 0 신한은행  청소년 위한 ‘찾아가는 금융체험교실’ 진행 17일  외국인 거래소에서 신한지주(-3.13%) [시그널] 신한금융그룹  두산 네오플럭스 인수 추진,3
2020-06-18,"조용병號 신한금융  ‘ESG경영’ 광폭 행보에...금융권내 ‘모범사례’로 호평 은행주 하락 출발  신한지주 -2.42% 외국계 순매도 금액 상위 20선 - 코스피 0 외국계 순매도 수량 상위 20선 - 코스피 0 신한은행  개인형 퇴직연금 신규고객 대상 이벤트 '뭉칫돈' 몰리는 성장주 펀드...기회 제대로 살리려면? 0 외국계 순매도 금액 상위 20선 - 코스피 0 외국계 순매도 수량 상위 20선 - 코스피 0 신한금융투자  4.4兆 팔린 ‘노낙인 ELS’ 전액 플러스 수익 신한금융투자 ""지수형 노낙인 ELS 8년간 모두 이익 상환"" 0 부동산 규제에 건설·은행株 '울고'…가구·증권株 '웃고' 0",2
2020-06-19,"외국계 순매도 금액 상위 20선 - 코스피 0 외국계 순매도 수량 상위 20선 - 코스피 0 신한은행  디지털그룹부터 월 1회 재택근무 시행 금감원 ""은행 펀드판매 현황 매달 확인"" 0 신한은행  대한민국 혁신대상 4년 연속 수상 은행권  전세대출 막아도 신용대출 못 늘린다…연체·부실 우려 신한은행  ‘대한민국 혁신대상’ 서비스부문 4년 연속 수상 외국계 순매도 수량 상위 20선 - 코스피 0",1
2020-06-22,신한카드  마이데이터 이용고객 100만 넘어서 신한금융  디지털 사업 특화 위원회 신설… 조용병 진두지휘 '빅테크보다 혁신적으로'...신한금융 DT전환 속도 가속화 0 신한DS  이노베이션아카데미와 인재육성 MOU체결 신한은행  보이스피싱 예방 '최초송금 알리미' 서비스 신한아이타스  'RM 마케팅 협상스킬 CEO 특강' 실시 스타트업 키우는 은행들 왜· 0 신한금융 '디지로그 위원회' 신설…조용병 회장 진두지휘 0 신한금융  ‘디지로그’ 사업 추진...조용병 회장 ‘진두지휘’ 외국계 순매도 금액 상위 20선 - 코스피 0 외국계 순매도 수량 상위 20선 - 코스피 0 외국인 순매도 금액 상위 20선 - 코스피 0 [단독]보험사 인수합병 금융지주  브랜드 사용료 이익 '덤'으로 22일  거래소 외국인 순매도상위에 금융업 업종 6종목,2
2020-06-23,신한은행  지난해 사회공헌활동 실적 1위 금융위  금융사 CEO '셀프 연임' 금지법 재추진 신한금융그룹  소액투자서비스 업그레이드 오렌지라이프  2년 연속 보험금지급능력 최고등급 ‘AAA’ 획득 외국계 순매도 금액 상위 20선 - 코스피 0 신한금융  '소액투자서비스'에 '적금상품' 추가 신한금융  ‘소액투자서비스’ 업그레이드… 적금 상품 추가·투자 목표설정 기능 신설 신한금융 '소액투자서비스' 업그레이드 0 23일  거래소 외국인 순매도상위에 금융업 업종 6종목,2
2020-06-24,"외국계 순매도 수량 상위 20선 - 코스피 0 은행권  오는 8월 마이데이터·오픈뱅킹 확대…""선점경쟁 본격화"" 신한은행  대한약사회 회원 대상 특화 대출 상품 등 금융지원 [단독]금감원 ""리보금리 대응계획서 7월까지 내라""  은행에 요구 저 은성수 입니다 금융위원장도 '은성수 사칭' 보이스피싱 전화 받았다 0 외국계 순매도 금액 상위 20선 - 코스피 0 외국계 순매도 수량 상위 20선 - 코스피 0 신한카드  학교 밖 청소년 위한 `아름인 도서관` 개관 `삼성 청년SW 아카데미` 2기 언택트 수료 0",1
2020-06-25,은행주 하락 출발  신한지주 -1.82% 신한카드·신세계백화점  고령'깨'·완도 멸'치'..'함깨가치' 신신당부 신한은행-SK텔레콤  소상공인 지원 ‘맞손’ 신한은행  광주광역시와 외국인투자유치 활성화 업무협약 신한카드신세계백화점  지역경제 활성화 캠페인 전개 신한카드-신세계백화점  지역경제 활성화 `신신당부` 캠페인 실시 신한금투  슈퍼리자드 스텝다운형 ELS 19266호 모집 25일  외국인 거래소에서 NAVER(-3.41%),2
2020-06-26,"비대면 거래 1년새 40% 쑥...""지금이 디지털혁신 골든타임"" 0 은행주 상승 출발  신한지주 +1.71% 신한카드  `신한Day with 대한민국 동행세일` 행사 진행 신한카드  내수 경제 회복 위해 '신한데이·대한민국 동행세일' 진행 신한카드  '신한Day with 대한민국 동행세일' 행사…내달 12일까지 개인사업자 대출 예대율 85%로 인하...7월부터 돈 풀린다 0",1
2020-06-29,외국계 순매도 금액 상위 20선 - 코스피 0 외국계 순매도 수량 상위 20선 - 코스피 0 신한카드  가이온과 빅데이터 공동사업 MOU 체결 신한은행  책임경영 강화…'은행장 선임' 의견 낸다 외국계 순매도 금액 상위 20선 - 코스피 0 외국계 순매도 수량 상위 20선 - 코스피 0 신한카드  가이온과 빅데이터 공동사업 업무협약 체결 신한카드  사내제안제도 활성화 전사혁신 플랫폼으로 코로나에도 기술은 통했다…IP대출 급증 0,2
2020-06-30,"신한카드  혁신금융서비스 `My월세` 론칭…""월세도 카드로"" 현대모비스 전기차 플랫폼 출시…대비는 연 3.5% 1년 고정 자금으로 0 신한금융투자  청년 대상 연 5% 적립식 특판RP 출시… 선착순 2020명 [리포트 브리핑]신한지주  '2020년(E) PBR 0.36배 및 PER 4.2배에 불과' 목표가 40 카드로 월세 내세요…신한카드  'My월세' 론칭 신한금융투자  청년층 대상 연 5% 적립식 특판RP 출시 은행들 홍콩 ELT·ELF 판매중단.. ""H지수 투자 줄여라"" 0 홍콩 엑소더스 오나...은행권 '일본·싱가포르' 대체지도 모색 0 [업앤다운]은행주 소폭 상승…BNK금융지주↑ 신한지주↓ 0 30일  거래소 외국인 순매도상위에 운수장비 업종 4종목",2
2020-07-01,"은행주 상승 출발  신한지주 +1.22% 신한생명-오렌지라이프 통합 D-365… 인사 교류 실시 0 신한지주(055550)  소폭 상승세 +3.13% 0 외국계 순매수 수량 상위 20선 - 코스피 0 신한금융  신한생명·오렌지라이프 통합법인 출범 준비 박차 신한금융 '신한플러스멤버십' 업그레이드…""카페·음식 할인쿠폰 챙기세요"" 0 신한생명-오렌지라이프  통합 출범 1년… 인력 교류 및 조직개편 단행 신한생명·오렌지라이프  통합 앞두고 인력 교환 [특징주]라임펀드 원금 100% 반환 결정에도...신한지주 상승세 0 [인사] 신한금융지주 0 [인사] 신한은행 0 외국계 순매수 수량 상위 20선 - 코스피 0 금감원 ""라임 무역금융펀드 100% 배상하라""… 투자원금 전액 반환 결정 첫 사례 0 신한은행  한국서비스품질지수 은행부문 7년 연속 1위 수상 부실판매 인정…라임 펀드 피해자  원금 전액 받는다 외국인 순매수 금액 상위 20선 - 코스피 0 신한생명·오렌지라이프 '통합D-365'...'인사교류'화학결합 시동 0 금리차이 1%p도 안되네…주담대 줄고 신용대출은 늘었다 0 [표]유가증권 기관·외국인·개인 순매수·도 상위종목(7월 1일-최종치) 0 01일  거래소 외국인 순매수상위에 금융업 업종 3종목 주식대차거래 잔고감소 상위종목(코스피) 0",0
2020-07-02,"코로나發 경제 안갯속… 금융사 수장들 휴가도 '깜깜' 0 신한지주  2분기 영업이익 8190억원 전망 [리포트 브리핑]신한지주  '신금투 손익 불확실성은 2분기 중 해소 예상' 목표가 40 은행주 상승 출발  신한지주 +0.34% 신한금투  하반기 조직개편 단행… 부서 축소 등 ‘조직 슬림화’ 신한카드  터치결제 서비스 이용 1000만건 돌파 기념 이벤트 신한금투  부서 106개→91개로 슬림화…'투자자 보호' 중점 신한은행  '고정지출 월납관리' 서비스 실시 윤석헌 금감원장  은행장 간담회 ""소상공인·자영업자 지원 당부"" 신한금융투자  하반기 조직개편...""소비자 보호 강화"" 신한카드  모바일 '터치결제' 출시1년…누적 이용 '1000만' 돌파 라임 100% 배상 미뤄질 듯...""배상시 배임 우려"" 0 `라임 100% 배상` 반발하는 은행·증권…""법원 판결전 반환땐 배임"" 0",1
2020-07-03,"[박미리의 야금야금(金)] 은행의 ELT 홍보문자 수만건…""법 위반"" 0 은행주 상승 출발  신한지주 +1.17% 신한금융  포스트 코로나 대응 연합모델 공모사업 모집 신한금융희망재단  '포스트 코로나 공모사업' 모집 코로나 수도권 확산에 은행들 긴장…농협은행·기업은행 등  확진자 발생 0 신한베트남은행  '가장 일하기 좋은 기업상' 2년 연속 수상 라임부실 불똥튀나…복합점포 변수에 떠는 은행들 0 [금융업계기상도]KB금융 ‘맑음’  신한지주 ‘흐림’ 젠투펀드  1.3조원 규모 펀드 환매연기 통보",1
2020-07-06,'역대급 저평가' 은행주...네이버·카카오는 은행 경쟁자가 될 수 있을까? [주식초등학교 28회] 0 SK바이오팜 또 급등... POSCO 시가총액도 제쳤다 0 신한저축은행  PF대출 관리 부실 '경영유의' 제재 SK바이오팜  사흘만에 코스피 시총 16위…포스코·KB금융 꺾었다 신한금투  인스타그램 채널 '월급구조대' 팔로우 이벤트 진행 오픈뱅킹  70%가 '좋아요'…은행·핀테크 모두 이용비중 ↑ 오픈뱅킹 이용자 2032만명 급증…올 12월 농협·저축銀·증권사 등도 참여 0 '코로나 국면'에서 금융지주 온라인 관심도↑…하나금융 '최고' 0 신한금융투자  인스타 '월급구조대' 채널 팔로우 이벤트 실시 SK바이오팜 사흘째 상한가…포스코 누르고 시총 16위 '기염' 0 신한금융  '포스트 코로나' 대응 '하반기 경영포럼' 개최,1
2020-07-07,"동학개미 북적였던 증시…증권사 신규 계좌 급증 0 은성수 ""디지털 금융 혁신과 보안 균형발전 모색해야"" 0 신한지주  외화 소셜본드 5억달러 발행… 금융지주 중 최초 신한지주  외화 소셜본드 5억 달러 발행… 금리 1.365% 은성수 ""사모펀드 전수조사  명확한 효과 있을 것"" 신한금융  중기지원용 해외채권 5억불 발행성공 신한금융  외화 소셜본드 5억달러 발행 성공 신한금융  외화 소셜본드 5억달러 발행중소기업 지원 자금으로 활용 자사주 소각에도 꼼짝 않는 신한금융 주가다른 주가 부양책도 마땅치 않아···""충당금 미리 쌓는 수밖에"" 0 금감원, 금융사업자 기여 '존중'해야…'금융감독체계 개편' 세미나 0 신한·KB국민은행  일부 예·적금 판매 중단…은행들 '상품 재정비' Shinhan Financial Group  Successfully Issued $500 million of overseas bonds for mid-term support Sohn Byung-doo  vice chairman of the Financial Services Commission 신한금융투자  '해외선물옵션 경품 이벤트' 실시 신한금융  지주사 첫 외화 소셜본드 5억弗 발행",2
2020-07-08,"신한-KKR  두 번째 공동펀드 조성 향방은?코로나19로 국제 IB시장 위축···양사 협업 영향받나 신한카드  자동차 전용 상품 '신한카드 MY CAR' 출시 진옥동 신한은행장 “팔로워의 크기가 곧 리더의 크기” 0 車 구매부터 관리까지…신한카드  'MY CAR' 카드 출시 은행권  6.17 대책 관련 업무 차질 지속…""정교한 보완책 시급"" 신한카드  자동차 종합관리상품 `MY CAR` 선보여 진옥동 신한은행장 ""리더는 소통으로 팔로워 늘려야"" 0 [업앤다운]은행주 하락…BNK금융지주↑ JB금융지주↓ 0 진옥동 행장 ""리더 행동으로 신한 기업문화 경험토록 해야"" 0 Shinhan Bank President Jin Ok-dong ""Requires leadership of change to not be falling behind"" 0",2
2020-07-09,"신한카드 ""로봇 자동화 도입으로 연 6만 시간 절감"" 0 ▶ [추천주 예상 적중]  조비  급등 예상 적중! 0 외국계 순매수 금액 상위 20선 - 코스피 0 외국계 순매수 수량 상위 20선 - 코스피 0 신한은행  15일 유튜브 세미나로 연금 궁금증 해결 신한카드  'RPA' 도입 2년만에 6만 시간 절감 [표]유가증권 기관·외국인·개인 순매수·도 상위종목(7월 9일-최종치) 0 09일  거래소 외국인 순매수상위에 전기 09일  거래소 기관 순매도상위에 금융업 업종 4종목",2
2020-07-10,"손실 면한 국민연금 '언택트 3대장' 덕 봤네 0 김광수 회장 ""농협생명도 GA 만들라"" 특명금융지주사  GA 설립 '러시'···'신한금융플러스'도 조용병 회장이 직접 신경써 은행주 하락 출발  신한지주 -1.01% 외국계 순매도 수량 상위 20선 - 코스피 0 예금 3개월째 감소...은행은 금리 '0%대'로 인하 '엇박자' 0 4대 금융지주 2Q 순익, 17% 감소할 듯...복합쇼크 온다 0 외국계 순매도 금액 상위 20선 - 코스피 0 외국계 순매도 수량 상위 20선 - 코스피 0 [마켓인]미래에셋맵스제1호리츠  공모가 5000원 확정 [업앤다운]은행주 전부 하락…신한지주 DGB금융지주↓ 0 5분만에 신청마감…신한銀  언택트 자산관리 세미나  ‘컨시어지 뱅캉스’ [금융업계기상도]KB금융 ‘맑음’  신한지주 하나금융지주 ‘비’ 10일  거래소 외국인 순매도상위에 금융업 업종 5종목",2
2020-07-13,"푸드나무  초고속 성장 지속…목표가 3만2천원 상향-신한 신한카드  L.pay 신용·체크 선보여…엘포인트 최대 7% 적립 은행권  연체율 소폭 상승…""가계·기업 모두 올라"" 신한은행-삼성증권 해외주식 계좌 연결 고객 대상 이벤트 0 신한금융  2019 사회책임보고서 발간 조용병 신한금융 회장  ""친환경·상생·신뢰 사회책임경영 추진"" 신한금융 GIB 사업부문  에트리홀딩스와 MOU 체결 신한금융 GIB 사업부문  에트리홀딩스와 MOU 체결 신한금융 15번째 사회책임보고서 발간…코로나19 관련 대응방안도 공개 0 롯데멤버스  엘포인트 적립률 최대 7% 카드 출시 (주)신한금융지주회사 지속가능경영보고서 등 관련사항(자율공시) 0 신한금융  '2019사회책임보고서' 발간 금감원  은행의 펀드 선정과정도 살펴본다 신한금융 GIB  에트리홀딩스와 유망기업 육성 MOU 신한금융 GIB사업부문  딥테크 기반 기업 발굴·육성한다 Rep. Jeon Jae-soo  Proposed a partial revision of the 'Financial Consumer Protection Act'",1
2020-07-14,"언택트 공연 즐겨요…신한카드  '디지털 스테이지 시즌2' 론칭 신한카드 ""유튜브 채널서 콘서트 즐기세요"" 0 중장기 주식매입자금은 수수료 없는 1년 고정 연 3.5% 금리로 0 신한카드 디지털 스테이지  대중가요로 돌아왔다",2
2020-07-15,[장중수급포착] 신한지주  외국인/기관 동시 순매수… 주가 +1.87% Rep. Kim Han-jung  Proposed amendment to 'Financial Governance Act' which imposes responsibility obligations on CEOs of financial companies 신한카드  서울 중구청과 손잡고 '을지로 셔터갤러리' 개소 바젤Ⅲ 도입 3년 미룬 은행들 '속사정'...감독당국 과속했나 0 신한카드  히어로 프로젝트 1탄…서울 을지로 셔터갤러리 오픈 `가계대출 기준금리` 6월 신규취급액 코픽스·잔액 모두 하락 0 주식대차거래 상환 상위종목(코스피) 0 주식대차거래 잔고감소 상위종목(코스피) 0,1
2020-07-16,"에트리홀딩스에 먼저 손 내민 신한금융···이유는?1세대 기술지주사로 수젠텍 등 투자 '성과'···""공동펀드 조성해 유니콘기업 육성"" 0 ESG채권 발행액 증가…공공기관·금융사 주도에 각광전년대비 25% 확대…""평가기관 비상장사 분석 부족"" 비판도 0 유동성 장세 속 찾아온 기회...투자금 부족으로 고민 중이었다면? 0 지속되는 주도주 쏠림현상...앞으로는 어떨까? 0 신한카드  세브란스병원과 디지털 헬스케어 관련 업무협약 체결 코스피 하락 마감…2 200선 안착 실패(종합) [포커스] 신한vsKB  리딩뱅크에 이어 보험에서도 격돌",1
2020-07-17,"[박미리의 야금야금(金)] 금융회사 CEO '셀프연임' 봉쇄…""회의참석도 안돼"" 0 은행주 혼조세 출발  신한지주 -0.17% 임영진 신한카드 사장 ""1등 넘어 '일류'로 성장하자"" 0 신한銀  '주거래 수출입 외화통장' 리뉴얼…수수료 면제혜택 강화 신한아이타스 '상시감시시스템' 구축 완료...리스크 관리↑ 0 신한지주-오렌지라이프 주식교환 영향에 주식매수청구대금 급증… 전년비 60%↑ 0 (주)신한금융지주회사 기업설명회(IR) 개최(안내공시) 0 [IR일정] 신한지주  2020년 2분기 경영실적 발표(국내) 17일  외국인 거래소에서 LG화학(-1.34%)",2
2020-07-20,"[집중분석 이슈타임]美모기지 연체 '심각'…한국은? 0 진옥동 신한은행장 “디지털 중심 금융 산업 변화는 신한의 기회” 0 신한금융투자  슈퍼리자드 스텝다운형 ELS 공모 '고위험' 펀드 살때 은행설명 녹음한 뒤 사실확인 싸인 받자! 0 신한은행  기업 고객 모바일 플랫폼 '쏠비즈' 출시 신한카드  학원비 모바일 납부 서비스 '신한캠퍼스' 론칭 신한카드 ""학원비  이젠 모바일서 간단하게 납부하세요"" 조용병 신한금융 회장  '한국판 뉴딜'에 민간자본 85조 지원 추진 증시  유동성 장세 언제까지...""성장 동력 부재 [코스피 마감]코로나 확산세에 하루 만에 하락 0 모바일로 학원비 결제 끝…신한카드  '신한캠퍼스' 론칭 20일  거래소 외국인 순매수상위에 금융업 업종 5종목",1
2020-07-21,"NHN  하반기 기대주…페이코 기대감도 유효-신한 외국계 순매도 금액 상위 20선 - 코스피 0 외국계 순매도 수량 상위 20선 - 코스피 0 신한카드  정은지와 함께 랜선 라이브 공연 개최 윤석헌 금감원장 ""은행  코로나19로 급격한 점포 감축 안돼"" Financial Supervisory Service  Comprehensive inspection of Hana Financial Group·Bank next month···Financial Company 신한銀 SNS 팔로우 총 150만명 돌파…기념 이벤트로 상품권 등 경품 증정 0 ELT 규제 후유증···A은행이 시장 1/4 점유 부작용 0 신한지주  임원ㆍ주요주주 특정증권등 소유주식수 변동 21일  거래소 외국인 순매도상위에 서비스업 업종 3종목 Yoon Kwan-seok  chairman of the National Policy Committee",2
2020-07-22,"신한카드  상생 프로젝트 히어로 2탄 `여기뜰지도` 오픈 신한지주(055550)  +2.63%  기업은행 +2.42% 외국계 순매수 도 상위종목(코스피) 금액기준 외국계 순매수 금액 상위 20선 - 코스피 0 외국계 순매수 수량 상위 20선 - 코스피 0 신한금투  '2020년 입금고 이벤트 시즌2' 실시 신한은행  삼정KPMG와 외국인투자·해외투자기업 금융지원 맞손 중간배당·2Q실적 기대에 하나금융지주 '껑충' 0 중소기업 ""대출만기·이자상환유예 적어도 연말까지 연장해 달라"" 0 은행권  '금융 노다지' 동남아 공략 잰걸음 신한카드가 핫스팟 추천해준다…'여기뜰지도' 서비스 개시 0 외국계 순매수 금액 상위 20선 - 코스피 0 외국계 순매수 수량 상위 20선 - 코스피 0 신한카드  빅데이터 활용 지역경제 활성화 '여기뜰지도' 오픈 삼정KPMG-신한은행  외투·해투 기업 지원 위한 MOU `저금리 함정`에 빠진 은행…돈 몰려도 수익은 악화 0 무디스  코로나19에 마진콜 출렁였던 6개 증권사 신용등급 유지(종합) 22일  외국인 거래소에서 POSCO(+3.13%)",1
2020-07-23,"신한금투  라임 사태 홍역 속에서도 신용등급 유지 외국계 순매수 도 상위종목(코스피) 수량기준 외국계 순매수 금액 상위 20선 - 코스피 0 외국계 순매수 수량 상위 20선 - 코스피 0 은성수  5대 금융지주 회장 만나…'韓뉴딜·대출만기 재연장' 요청 외국계 순매수 도 상위종목(코스피) 수량기준 [시그널] 3억달러 모집에 25억달러 몰려...글로벌 금융시장 사로잡은 韓 회사채 0 외국계 순매수 금액 상위 20선 - 코스피 0 외국계 순매수 수량 상위 20선 - 코스피 0 5G 다시 주목받나! 2차 수급수혜주 TOP5 0 국민·퇴직연금으론 노후준비 부족 …'금융인공제회' 설립해야 0 신한금융  '한국판 뉴딜' 지원 확대한다… 조용병 ""리딩금융그룹으로서 역할 수행"" 조용병 신한금융 회장  긴급 화상회의 개최...""한국판 뉴딜에 역량 집중"" 조용병 신한 회장 ""한국판 뉴딜 지원 위해 그룹사 역량 집중"" 0 23일  외국인 거래소에서 NAVER(+5.19%) 23일  거래소 기관 순매도상위에 전기 조용병 신한금융 회장  금융위 회동 후 그룹 CEO 긴급 소집",1
